step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
234,22466,234,0.018409615638318593,1.0,1.0
235,22515,235,0.11277465012793982,0.0,0.8888888888888888
236,22564,236,0.03348419982775037,1.0,1.0
237,22629,237,0.05164816604159278,0.0,0.9666666666666667
238,22726,238,0.085359344234289,0.0,0.7894736842105263
239,22823,239,0.0837749393364508,0.0,0.92
240,22888,240,0.04007900669939772,1.0,1.0
241,22977,241,0.018665784702931308,1.0,1.0
242,23026,242,0.07306664763492941,0.0,0.8461538461538461
243,23115,243,0.06763929325230328,0.0,0.9166666666666666
244,23164,244,0.0373920371880619,1.0,1.0
245,23469,245,0.036337641375591465,0.0,0.8888888888888888
246,23526,246,0.030225275099702617,1.0,1.0
247,23551,247,0.05023381936363876,1.0,1.0
248,23608,248,0.023241679995557464,1.0,1.0
249,23665,249,0.0172579188320924,1.0,1.0
250,23778,250,0.02421115828082618,1.0,1.0
251,23883,251,0.030829113056673896,1.0,1.0
252,23932,252,0.029099477725533986,1.0,1.0
253,24101,253,0.02626347282724358,1.0,1.0
254,24166,254,0.0606428099909931,0.0,0.9444444444444444
255,24287,255,0.021360949534939815,1.0,1.0
256,24336,256,0.054753493996483174,1.0,1.0
257,24409,257,0.06310002217094733,0.0,0.9166666666666666
258,24546,258,0.02867248462022818,1.0,1.0
259,24635,259,0.03073905377372946,1.0,1.0
260,24684,260,0.037124672677777346,1.0,1.0
261,24789,261,0.020368838766655878,1.0,1.0
262,24998,262,0.02850030401149979,0.0,0.9375
263,25039,263,0.02267035288450643,1.0,1.0
264,25192,264,0.024605181183052126,1.0,1.0
265,25225,265,0.14346690673432022,0.0,0.5
266,25274,266,0.05465656037879815,1.0,1.0
267,25379,267,0.03586416113922496,0.0,0.8571428571428571
268,25460,268,0.03267885751480572,1.0,1.0
269,25589,269,0.02554761561283158,1.0,1.0
270,25686,270,0.021644057779124065,1.0,1.0
271,25735,271,0.022425066520193583,1.0,1.0
272,25800,272,0.02157682958006376,1.0,1.0
273,25857,273,0.01999505825050457,1.0,1.0
274,25978,274,0.0219487493008052,1.0,1.0
275,26107,275,0.022034156843352616,1.0,1.0
276,26188,276,0.05042859762037142,0.0,0.9
277,26341,277,0.03424759241542387,0.0,0.9230769230769231
278,26358,278,0.02559663884312613,1.0,1.0
279,26407,279,0.07044723303150485,0.0,0.9090909090909091
280,26448,280,0.0320231641369689,1.0,1.0
281,26641,281,0.021614691299365538,1.0,1.0
282,26722,282,0.02999658672902285,1.0,1.0
283,26755,283,0.02792199592626389,1.0,1.0
284,26780,284,0.029568960427372983,1.0,1.0
285,26853,285,0.09765446520697536,0.0,0.9230769230769231
286,26934,286,0.02870530485299423,1.0,1.0
287,27023,287,0.01566917084228201,1.0,1.0
288,27304,288,0.022774351843225432,0.0,0.9375
289,27433,289,0.021737788111344757,1.0,1.0
290,27490,290,0.030822165887231155,1.0,1.0
291,27595,291,0.02723096733262677,1.0,1.0
292,27652,292,0.02867166767873381,1.0,1.0
293,27701,293,0.02270008231634582,1.0,1.0
294,27870,294,0.06405042419202972,0.0,0.9538461538461539
295,27927,295,0.13585285273924716,0.0,0.8
296,28080,296,0.02896255694552373,1.0,1.0
297,28473,297,0.021742969293829018,1.0,1.0
298,28642,298,0.01988431684862206,1.0,1.0
299,28731,299,0.022220101062879652,1.0,1.0
300,28860,300,0.09330679057026374,0.0,0.8333333333333334
301,28925,301,0.02852639174560864,1.0,1.0
302,29014,302,0.019846011686537914,1.0,1.0
303,29063,303,0.17923970515290724,0.0,0.8823529411764706
304,29096,304,0.0163572986804855,1.0,1.0
305,29217,305,0.07450031613604854,0.0,0.9047619047619048
306,29306,306,0.11944550856009299,0.0,0.875
307,29371,307,0.017857925562328774,1.0,1.0
308,29428,308,0.02967656601173595,1.0,1.0
309,29501,309,0.05008790689828856,0.0,0.9333333333333333
310,29670,310,0.016896661360854066,1.0,1.0
311,29775,311,0.04578788908413957,0.0,0.9375
312,29816,312,0.030714575467165564,1.0,1.0
313,29937,313,0.05085125642037777,0.0,0.9285714285714286
314,30002,314,0.02200953116404442,1.0,1.0
315,30067,315,0.026779949162032607,1.0,1.0
316,30148,316,0.03908248908766814,1.0,1.0
317,30213,317,0.027839901229501723,1.0,1.0
318,30398,318,0.06060988573573211,0.0,0.9210526315789473
319,30519,319,0.12099122519315643,0.0,0.9333333333333333
320,30584,320,0.1502297222633888,0.0,0.8636363636363636
321,30689,321,0.037017288883618715,0.0,0.8888888888888888
322,30802,322,0.01990299822713074,1.0,1.0
323,30875,323,0.04234326027832947,0.0,0.8333333333333334
324,30980,324,0.03041282189169876,0.0,0.9642857142857143
325,31013,325,0.09380740417385597,0.0,0.9090909090909091
326,31318,326,0.06341047499588942,0.0,0.8823529411764706
327,31399,327,0.04597072830238085,0.0,0.9090909090909091
328,31432,328,0.03446409182972275,1.0,1.0
329,31593,329,0.02913539581544001,1.0,1.0
330,31722,330,0.04895686103833924,0.0,0.8571428571428571
331,31771,331,0.03723537344475517,1.0,1.0
332,31836,332,0.02765219766891732,1.0,1.0
333,31901,333,0.07589021114993785,0.0,0.9090909090909091
334,31974,334,0.030883461066098076,1.0,1.0
335,31991,335,0.021832978273188246,1.0,1.0
336,32032,336,0.03062009660313197,1.0,1.0
337,32081,337,0.03890339240270274,1.0,1.0
338,32234,338,0.025374694189835473,1.0,1.0
339,32291,339,0.02699132388495481,1.0,1.0
340,32324,340,0.03424981050797214,1.0,1.0
341,32493,341,0.01921408972989062,1.0,1.0
342,32622,342,0.02187443031257132,1.0,1.0
343,32671,343,0.028953695179461742,1.0,1.0
344,32840,344,0.021501119305438847,1.0,1.0
345,32897,345,0.048662080324754366,0.0,0.9
346,33202,346,0.020676988872340707,1.0,1.0
347,33299,347,0.021136364990043524,1.0,1.0
348,33428,348,0.020917780966215674,1.0,1.0
349,33493,349,0.021615611148853447,1.0,1.0
350,33542,350,0.034562043648193895,1.0,1.0
351,33631,351,0.01729490463208172,1.0,1.0
352,33808,352,0.03541444131965508,0.0,0.8461538461538461
353,33881,353,0.0346835008923487,1.0,1.0
354,34042,354,0.02392416333247161,1.0,1.0
355,34075,355,0.02756223697810583,1.0,1.0
356,34140,356,0.02018670411714453,1.0,1.0
357,34349,357,0.023110387625948303,1.0,1.0
358,34430,358,0.023163333449390394,1.0,1.0
359,34535,359,0.027097724885085328,1.0,1.0
360,34576,360,0.021642563100263038,1.0,1.0
361,34689,361,0.02231098024690157,1.0,1.0
362,34722,362,0.0149731029918817,1.0,1.0
363,34779,363,0.01495956660616311,1.0,1.0
364,34836,364,0.029006308933356716,1.0,1.0
365,34901,365,0.026438025443525248,1.0,1.0
366,34974,366,0.03274279923049916,1.0,1.0
367,35079,367,0.020652221383012988,1.0,1.0
368,35232,368,0.02770206865511471,1.0,1.0
369,35329,369,0.03849592514199884,0.0,0.96
370,35426,370,0.02798747267523064,1.0,1.0
371,35547,371,0.026162441777212584,1.0,1.0
372,35636,372,0.05513317373874089,0.0,0.9375
373,35733,373,0.021144291351072014,1.0,1.0
374,35862,374,0.022948484707314077,1.0,1.0
375,35919,375,0.017659072664368444,1.0,1.0
376,36008,376,0.019440450758001528,1.0,1.0
377,36089,377,0.030433004482144047,1.0,1.0
378,36170,378,0.021406660591352534,1.0,1.0
379,36291,379,0.020606678863861663,1.0,1.0
380,36396,380,0.02342411846401739,1.0,1.0
381,36549,381,0.022671395407885844,1.0,1.0
382,36670,382,0.02101625753405824,1.0,1.0
383,36719,383,0.09331008744544834,0.0,0.8823529411764706
384,36888,384,0.016300908711733654,1.0,1.0
385,36953,385,0.029064674480996477,1.0,1.0
386,37034,386,0.025962510029194166,1.0,1.0
387,37083,387,0.020568345837252717,1.0,1.0
388,37276,388,0.020636511317436896,1.0,1.0
389,37381,389,0.02199801748097457,1.0,1.0
390,37414,390,0.04969317936232983,1.0,1.0
391,37543,391,0.023398083372314176,1.0,1.0
392,37592,392,0.02711070161735582,1.0,1.0
393,37681,393,0.012411825136041858,1.0,1.0
394,37706,394,0.04028106585260805,1.0,1.0
395,37795,395,0.016813207759283945,1.0,1.0
396,37820,396,0.022606714098255907,1.0,1.0
397,37877,397,0.0259627569140611,1.0,1.0
398,37966,398,0.017330838502652487,1.0,1.0
399,38087,399,0.080217652197887,0.0,0.9777777777777777
400,38168,400,0.030575388411123186,1.0,1.0
401,38249,401,0.0370151897444585,1.0,1.0
402,38386,402,0.03571253804139801,0.0,0.9411764705882353
403,38459,403,0.032199733212842654,1.0,1.0
404,38492,404,0.04192418630746829,1.0,1.0
405,38541,405,0.03072990084122921,1.0,1.0
406,38606,406,0.026963122012728605,1.0,1.0
407,38887,407,0.020363530377617213,1.0,1.0
408,38912,408,0.02840588983381726,1.0,1.0
409,39041,409,0.0407202703069504,1.0,1.0
410,39090,410,0.03192297119385633,1.0,1.0
411,39147,411,0.1593282865098029,0.0,0.8636363636363636
412,39268,412,0.03215861040277378,1.0,1.0
413,39317,413,0.02059829175551287,1.0,1.0
414,39422,414,0.01947962961522157,1.0,1.0
415,39487,415,0.03277250434994812,1.0,1.0
416,39672,416,0.039128248409457896,0.0,0.9473684210526315
417,39761,417,0.030035048782928328,1.0,1.0
418,39818,418,0.019017703802922444,1.0,1.0
419,39867,419,0.025800557546402415,1.0,1.0
420,39924,420,0.02993574511607481,1.0,1.0
421,40005,421,0.029910647690598126,1.0,1.0
422,40110,422,0.015754062504216813,1.0,1.0
423,40199,423,0.02364994698883312,1.0,1.0
424,40304,424,0.024133355806897478,1.0,1.0
425,40353,425,0.03029209796671542,1.0,1.0
426,40434,426,0.02108593189613305,1.0,1.0
427,40635,427,0.03558029071118072,0.0,0.975609756097561
428,40748,428,0.019066649867290793,1.0,1.0
429,40789,429,0.028569138373060923,1.0,1.0
430,41094,430,0.044762798615361046,0.0,0.9215686274509803
431,41159,431,0.03787188623392013,1.0,1.0
432,41208,432,0.032014227094938785,1.0,1.0
433,41273,433,0.018947749353229987,1.0,1.0
434,41378,434,0.0349353577218314,1.0,1.0
435,41547,435,0.07549313239893568,0.0,0.9318181818181818
436,41940,436,0.01920122610527205,1.0,1.0
437,41981,437,0.04395382254700781,1.0,1.0
438,42046,438,0.016952499780205167,1.0,1.0
439,42215,439,0.03873976173084689,1.0,1.0
440,42296,440,0.034308273572992674,1.0,1.0
441,42345,441,0.020414009460071107,1.0,1.0

